wav,GPb
3199.9999999999995,2.37366962e-08
3209.9999999999995,1.57774443e-07
3219.9999999999995,9.08554755e-07
3229.9999999999995,4.78072331e-06
3239.9999999999995,2.39428071e-05
3249.9999999999995,0.000103648276
3259.9999999999995,0.000372280534
3269.9999999999995,0.00109381843
3279.9999999999995,0.00265174642
3289.9999999999995,0.00545098195
3299.9999999999995,0.00976875472
3309.9999999999995,0.0156275855
3319.9999999999995,0.0227741233
3329.9999999999995,0.0307613294
3339.9999999999995,0.0393617092
3349.9999999999995,0.0481051591
3359.9999999999995,0.0565974619
3369.9999999999995,0.0648652284
3379.9999999999995,0.0725998465
3389.9999999999995,0.0799799035
3399.9999999999995,0.0868837415
3409.9999999999995,0.0934892114
3419.9999999999995,0.0995098198
3429.9999999999995,0.104821332
3439.9999999999995,0.109567735
3449.9999999999995,0.113844787
3459.9999999999995,0.117322246
3469.9999999999995,0.120248035
3479.9999999999995,0.122616478
3489.9999999999995,0.124481362
3499.9999999999995,0.125910068
3509.9999999999995,0.126873854
3519.9999999999995,0.127349628
3529.9999999999995,0.127444244
3539.9999999999995,0.127427159
3549.9999999999995,0.126991649
3559.9999999999995,0.126294051
3569.9999999999995,0.125245997
3579.9999999999995,0.124229812
3589.9999999999995,0.122847822
3599.9999999999995,0.121442511
3609.9999999999995,0.120078061
3619.9999999999995,0.118415896
3629.9999999999995,0.117082052
3639.9999999999995,0.115602744
3649.9999999999995,0.114320018
3659.9999999999995,0.11309868
3669.9999999999995,0.111837348
3679.9999999999995,0.110897166
3689.9999999999995,0.110137634
3699.9999999999995,0.109349045
3709.9999999999995,0.10899301
3719.9999999999995,0.10852836
3729.9999999999995,0.108229538
3739.9999999999995,0.10818023
3749.9999999999995,0.108450962
3759.9999999999995,0.109108058
3769.9999999999995,0.109989532
3779.9999999999995,0.111262658
3789.9999999999995,0.113409497
3799.9999999999995,0.116293195
3809.9999999999995,0.120058072
3819.9999999999995,0.125004759
3829.9999999999995,0.130901086
3839.999999999999,0.138026499
3849.999999999999,0.146290114
3859.999999999999,0.155929479
3869.999999999999,0.166606022
3879.999999999999,0.178362874
3889.999999999999,0.191168005
3899.999999999999,0.204618287
3909.999999999999,0.218642941
3919.999999999999,0.233241881
3929.999999999999,0.247757369
3939.999999999999,0.262449781
3949.999999999999,0.276561595
3959.999999999999,0.290484469
3969.999999999999,0.303786844
3979.999999999999,0.31644434
3989.999999999999,0.32903632
3999.999999999999,0.34084777
4009.999999999999,0.35172756
4019.999999999999,0.362523374
4029.999999999999,0.373395293
4039.999999999999,0.3831687
4049.999999999999,0.392487346
4059.999999999999,0.401706247
4069.999999999999,0.410080494
4079.999999999999,0.418111383
4089.999999999999,0.425897751
4099.999999999999,0.433235889
4109.999999999999,0.440713666
4119.999999999999,0.447897608
4129.999999999999,0.454324711
4139.999999999999,0.460313158
4149.999999999999,0.466419545
4159.999999999999,0.472245468
4169.999999999999,0.477786567
4179.999999999999,0.483212885
4189.999999999999,0.488154684
4199.999999999999,0.492915186
4209.999999999999,0.497607962
4219.999999999999,0.501941461
4229.999999999999,0.506615898
4239.999999999999,0.510655404
4249.999999999999,0.514230358
4259.999999999999,0.518167599
4269.999999999999,0.522231851
4279.999999999999,0.525884022
4289.999999999999,0.529172592
4299.999999999999,0.532506055
4309.999999999999,0.535557712
4319.999999999999,0.538516925
4329.999999999999,0.5417102
4339.999999999999,0.544806843
4349.999999999999,0.547920299
4359.999999999999,0.550737813
4369.999999999999,0.552849279
4379.999999999999,0.555240306
4389.999999999999,0.557625555
4399.999999999999,0.560121042
4409.999999999999,0.562517558
4419.999999999999,0.56495565
4429.999999999999,0.567467523
4439.999999999999,0.569698519
4449.999999999999,0.572038798
4459.999999999999,0.574015357
4469.999999999999,0.575728511
4479.999999999999,0.577940776
4489.999999999999,0.580249335
4499.999999999999,0.58187167
4509.999999999999,0.583393689
4519.999999999999,0.585627955
4529.999999999999,0.5874935
4539.999999999999,0.589025129
4549.999999999999,0.590851821
4559.999999999999,0.592639378
4569.999999999999,0.5940159
4579.999999999999,0.595568847
4589.999999999999,0.59739226
4599.999999999999,0.598921356
4609.999999999999,0.600467112
4619.999999999999,0.601872775
4629.999999999999,0.603066831
4639.999999999999,0.604504831
4649.999999999999,0.606293819
4659.999999999999,0.607859461
4669.999999999999,0.608846935
4679.999999999999,0.609885369
4689.999999999999,0.611545267
4699.999999999999,0.612743401
4709.999999999999,0.613700318
4719.999999999999,0.615380987
4729.999999999999,0.616749011
4739.999999999999,0.617688856
4749.999999999999,0.61878506
4759.999999999999,0.620192685
4769.999999999999,0.621716954
4779.999999999999,0.62288663
4789.999999999999,0.623670434
4799.999999999999,0.624456273
4809.999999999999,0.626143241
4819.999999999999,0.626892897
4829.999999999999,0.627326934
4839.999999999999,0.628187372
4849.999999999999,0.629416394
4859.999999999999,0.630628928
4869.999999999999,0.631828135
4879.999999999999,0.63272291
4889.999999999999,0.633616251
4899.999999999999,0.634592054
4909.999999999999,0.635434859
4919.999999999999,0.635983967
4929.999999999999,0.636865441
4939.999999999999,0.638096399
4949.999999999999,0.639616883
4959.999999999999,0.640545836
4969.999999999999,0.641348409
4979.999999999999,0.642108215
4989.999999999999,0.642351253
4999.999999999999,0.642876868
5009.999999999999,0.643808628
5019.999999999999,0.645325554
5029.999999999999,0.645905626
5039.999999999999,0.646467361
5049.999999999999,0.647428068
5059.999999999999,0.648242074
5069.999999999999,0.649437751
5079.999999999999,0.650016704
5089.999999999999,0.650237494
5099.999999999999,0.651384274
5109.999999999999,0.652558487
5119.999999999999,0.653107718
5129.999999999999,0.653193092
5139.999999999999,0.654576951
5149.999999999999,0.655353077
5159.999999999999,0.655740029
5169.999999999999,0.656366459
5179.999999999999,0.656867754
5189.999999999999,0.6578565
5199.999999999999,0.659234285
5209.999999999999,0.660148241
5219.999999999999,0.66062
5229.999999999999,0.660955282
5239.999999999999,0.661622879
5249.999999999999,0.662540346
5259.999999999999,0.663165524
5269.999999999999,0.663795529
5279.999999999999,0.664335678
5289.999999999999,0.664734894
5299.999999999999,0.665180853
5309.999999999999,0.666268123
5319.999999999999,0.667208557
5329.999999999999,0.668146172
5339.999999999999,0.669145477
5349.999999999999,0.66937087
5359.999999999999,0.669893287
5369.999999999999,0.670337034
5379.999999999999,0.670884594
5389.999999999999,0.671759917
5399.999999999999,0.672624175
5409.999999999999,0.673233807
5419.999999999999,0.673699106
5429.999999999999,0.673762546
5439.999999999999,0.673945752
5449.999999999999,0.674601086
5459.999999999999,0.675695142
5469.999999999999,0.676761074
5479.999999999999,0.676993856
5489.999999999999,0.677374846
5499.999999999999,0.677892686
5509.999999999999,0.678116593
5519.999999999999,0.678309994
5529.999999999999,0.679798319
5539.999999999999,0.680593478
5549.999999999999,0.6809122
5559.999999999999,0.681446794
5569.999999999999,0.681945051
5579.999999999999,0.682234503
5589.999999999999,0.682489453
5599.999999999999,0.68337283
5609.999999999999,0.68357267
5619.999999999999,0.684490942
5629.999999999999,0.68482853
5639.999999999999,0.685509533
5649.999999999999,0.685967162
5659.999999999999,0.686276681
5669.999999999999,0.687171589
5679.999999999999,0.687640135
5689.999999999999,0.68738583
5699.999999999999,0.688218588
5709.999999999999,0.688276111
5719.999999999999,0.688660926
5729.999999999999,0.689091864
5739.999999999999,0.689951441
5749.999999999999,0.690115617
5759.999999999999,0.690545104
5769.999999999999,0.691100965
5779.999999999999,0.692206906
5789.999999999999,0.692398556
5799.999999999999,0.692909244
5809.999999999999,0.693808876
5819.999999999999,0.693856543
5829.999999999999,0.694810612
5839.999999999999,0.694963614
5849.999999999999,0.695048621
5859.999999999999,0.694907946
5869.999999999999,0.696212408
5879.999999999999,0.696758839
5889.999999999999,0.697678494
5899.999999999999,0.698360314
5909.999999999999,0.698097155
5919.999999999999,0.697535735
5929.999999999999,0.698671173
5939.999999999999,0.699129682
5949.999999999999,0.699648804
5959.999999999999,0.700919796
5969.999999999999,0.700475939
5979.999999999999,0.70083316
5989.999999999999,0.700785329
5999.999999999999,0.701281364
6009.999999999999,0.702978763
6019.999999999999,0.702561423
6029.999999999999,0.702903719
6039.999999999999,0.703730632
6049.999999999999,0.703629981
6059.999999999999,0.70411471
6069.999999999999,0.704179758
6079.999999999999,0.705022411
6089.999999999999,0.70567701
6099.999999999999,0.705926392
6109.999999999999,0.706855634
